organisationunitname,date,value,product
Taita Taveta County,2022-04-01,NA,1Rod Implants
Taita Taveta County,2022-05-01,28,1Rod Implants
Taita Taveta County,2022-06-01,1,1Rod Implants
Tana River County,2021-07-01,101,1Rod Implants
Tana River County,2021-08-01,73,1Rod Implants
Tana River County,2021-09-01,14,1Rod Implants
Tana River County,2021-10-01,66,1Rod Implants
Tana River County,2021-11-01,108,1Rod Implants
Tana River County,2021-12-01,47,1Rod Implants
Tana River County,2022-01-01,77,1Rod Implants
Tana River County,2022-02-01,77,1Rod Implants
Tana River County,2022-03-01,42,1Rod Implants
Tana River County,2022-04-01,11,1Rod Implants
Tana River County,2022-05-01,6,1Rod Implants
Tana River County,2022-06-01,7,1Rod Implants
Tharaka Nithi County,2021-07-01,13,1Rod Implants
Tharaka Nithi County,2021-08-01,75,1Rod Implants
Tharaka Nithi County,2021-09-01,145,1Rod Implants
Tharaka Nithi County,2021-10-01,99,1Rod Implants
Tharaka Nithi County,2021-11-01,208,1Rod Implants
Tharaka Nithi County,2021-12-01,92,1Rod Implants
Tharaka Nithi County,2022-01-01,89,1Rod Implants
Tharaka Nithi County,2022-02-01,65,1Rod Implants
Tharaka Nithi County,2022-03-01,80,1Rod Implants
Tharaka Nithi County,2022-04-01,63,1Rod Implants
Tharaka Nithi County,2022-05-01,46,1Rod Implants
Tharaka Nithi County,2022-06-01,20,1Rod Implants
Trans Nzoia County,2021-07-01,601,1Rod Implants
Trans Nzoia County,2021-08-01,608,1Rod Implants
Trans Nzoia County,2021-09-01,342,1Rod Implants
Trans Nzoia County,2021-10-01,310,1Rod Implants
Trans Nzoia County,2021-11-01,224,1Rod Implants
Trans Nzoia County,2021-12-01,98,1Rod Implants
Trans Nzoia County,2022-01-01,141,1Rod Implants
Trans Nzoia County,2022-02-01,78,1Rod Implants
Trans Nzoia County,2022-03-01,56,1Rod Implants
Trans Nzoia County,2022-04-01,78,1Rod Implants
Trans Nzoia County,2022-05-01,68,1Rod Implants
Trans Nzoia County,2022-06-01,46,1Rod Implants
Turkana County,2021-07-01,146,1Rod Implants
Turkana County,2021-08-01,216,1Rod Implants
Turkana County,2021-09-01,293,1Rod Implants
Turkana County,2021-10-01,101,1Rod Implants
Turkana County,2021-11-01,109,1Rod Implants
Turkana County,2021-12-01,111,1Rod Implants
Turkana County,2022-01-01,175,1Rod Implants
Turkana County,2022-02-01,108,1Rod Implants
Turkana County,2022-03-01,64,1Rod Implants
Turkana County,2022-04-01,88,1Rod Implants
Turkana County,2022-05-01,33,1Rod Implants
Turkana County,2022-06-01,39,1Rod Implants
Uasin Gishu County,2021-07-01,368,1Rod Implants
Uasin Gishu County,2021-08-01,340,1Rod Implants
Uasin Gishu County,2021-09-01,311,1Rod Implants
Uasin Gishu County,2021-10-01,295,1Rod Implants
Uasin Gishu County,2021-11-01,88,1Rod Implants
Uasin Gishu County,2021-12-01,91,1Rod Implants
Uasin Gishu County,2022-01-01,244,1Rod Implants
Uasin Gishu County,2022-02-01,14,1Rod Implants
Uasin Gishu County,2022-03-01,60,1Rod Implants
Uasin Gishu County,2022-04-01,57,1Rod Implants
Uasin Gishu County,2022-05-01,89,1Rod Implants
Uasin Gishu County,2022-06-01,39,1Rod Implants
Vihiga County,2021-07-01,241,1Rod Implants
Vihiga County,2021-08-01,217,1Rod Implants
Vihiga County,2021-09-01,84,1Rod Implants
Vihiga County,2021-10-01,89,1Rod Implants
Vihiga County,2021-11-01,80,1Rod Implants
Vihiga County,2021-12-01,103,1Rod Implants
Vihiga County,2022-01-01,69,1Rod Implants
Vihiga County,2022-02-01,84,1Rod Implants
Vihiga County,2022-03-01,512,1Rod Implants
Vihiga County,2022-04-01,883,1Rod Implants
Vihiga County,2022-05-01,877,1Rod Implants
Vihiga County,2022-06-01,738,1Rod Implants
Wajir County,2021-07-01,7,1Rod Implants
Wajir County,2021-08-01,8,1Rod Implants
Wajir County,2021-09-01,11,1Rod Implants
Wajir County,2021-10-01,5,1Rod Implants
Wajir County,2021-11-01,4,1Rod Implants
Wajir County,2021-12-01,24,1Rod Implants
Wajir County,2022-01-01,2,1Rod Implants
Wajir County,2022-02-01,4,1Rod Implants
Wajir County,2022-03-01,2,1Rod Implants
Wajir County,2022-04-01,12,1Rod Implants
Wajir County,2022-05-01,1,1Rod Implants
Wajir County,2022-06-01,8,1Rod Implants
West Pokot County,2021-07-01,228,1Rod Implants
West Pokot County,2021-08-01,245,1Rod Implants
West Pokot County,2021-09-01,146,1Rod Implants
West Pokot County,2021-10-01,140,1Rod Implants
West Pokot County,2021-11-01,152,1Rod Implants
West Pokot County,2021-12-01,177,1Rod Implants
West Pokot County,2022-01-01,106,1Rod Implants
West Pokot County,2022-02-01,112,1Rod Implants
West Pokot County,2022-03-01,251,1Rod Implants
West Pokot County,2022-04-01,106,1Rod Implants
West Pokot County,2022-05-01,55,1Rod Implants
West Pokot County,2022-06-01,85,1Rod Implants
Baringo County,2021-07-01,15,CopperT
Baringo County,2021-08-01,176,CopperT
Baringo County,2021-09-01,45,CopperT
Baringo County,2021-10-01,13,CopperT
Baringo County,2021-11-01,25,CopperT
Baringo County,2021-12-01,19,CopperT
Baringo County,2022-01-01,36,CopperT
Baringo County,2022-02-01,25,CopperT
Baringo County,2022-03-01,17,CopperT
Baringo County,2022-04-01,234,CopperT
Baringo County,2022-05-01,41,CopperT
Baringo County,2022-06-01,41,CopperT
Bomet County,2021-07-01,20,CopperT
Bomet County,2021-08-01,26,CopperT
Bomet County,2021-09-01,43,CopperT
Bomet County,2021-10-01,14,CopperT
Bomet County,2021-11-01,342,CopperT
Bomet County,2021-12-01,18,CopperT
Bomet County,2022-01-01,14,CopperT
Bomet County,2022-02-01,22,CopperT
Bomet County,2022-03-01,53,CopperT
Bomet County,2022-04-01,15,CopperT
Bomet County,2022-05-01,44,CopperT
Bomet County,2022-06-01,46,CopperT
Bungoma County,2021-07-01,93,CopperT
Bungoma County,2021-08-01,91,CopperT
Bungoma County,2021-09-01,118,CopperT
Bungoma County,2021-10-01,118,CopperT
Bungoma County,2021-11-01,62,CopperT
Bungoma County,2021-12-01,63,CopperT
Bungoma County,2022-01-01,71,CopperT
Bungoma County,2022-02-01,99,CopperT
Bungoma County,2022-03-01,213,CopperT
Bungoma County,2022-04-01,87,CopperT
Bungoma County,2022-05-01,112,CopperT
Bungoma County,2022-06-01,150,CopperT
Busia County,2021-07-01,73,CopperT
Busia County,2021-08-01,81,CopperT
Busia County,2021-09-01,40,CopperT
Busia County,2021-10-01,31,CopperT
Busia County,2021-11-01,37,CopperT
Busia County,2021-12-01,23,CopperT
Busia County,2022-01-01,41,CopperT
Busia County,2022-02-01,37,CopperT
Busia County,2022-03-01,56,CopperT
Busia County,2022-04-01,43,CopperT
Busia County,2022-05-01,55,CopperT
Busia County,2022-06-01,90,CopperT
Elgeyo Marakwet County,2021-07-01,7,CopperT
Elgeyo Marakwet County,2021-08-01,309,CopperT
Elgeyo Marakwet County,2021-09-01,13,CopperT
Elgeyo Marakwet County,2021-10-01,541,CopperT
Elgeyo Marakwet County,2021-11-01,53,CopperT
Elgeyo Marakwet County,2021-12-01,NA,CopperT
Elgeyo Marakwet County,2022-01-01,20,CopperT
Elgeyo Marakwet County,2022-02-01,19,CopperT
Elgeyo Marakwet County,2022-03-01,603,CopperT
Elgeyo Marakwet County,2022-04-01,8,CopperT
Elgeyo Marakwet County,2022-05-01,14,CopperT
Elgeyo Marakwet County,2022-06-01,5,CopperT
Embu County,2021-07-01,88,CopperT
Embu County,2021-08-01,169,CopperT
Embu County,2021-09-01,136,CopperT
Embu County,2021-10-01,41,CopperT
Embu County,2021-11-01,138,CopperT
Embu County,2021-12-01,74,CopperT
Embu County,2022-01-01,99,CopperT
Embu County,2022-02-01,200,CopperT
Embu County,2022-03-01,165,CopperT
Embu County,2022-04-01,114,CopperT
Embu County,2022-05-01,94,CopperT
Embu County,2022-06-01,54,CopperT
Garissa County,2021-07-01,3,CopperT
Garissa County,2021-08-01,NA,CopperT
Garissa County,2021-09-01,6,CopperT
Garissa County,2021-10-01,12,CopperT
Garissa County,2021-11-01,215,CopperT
Garissa County,2021-12-01,14,CopperT
Garissa County,2022-01-01,6,CopperT
Garissa County,2022-02-01,11,CopperT
Garissa County,2022-03-01,89,CopperT
Garissa County,2022-04-01,46,CopperT
Garissa County,2022-05-01,11,CopperT
Garissa County,2022-06-01,15,CopperT
Homa Bay County,2021-07-01,120,CopperT
Homa Bay County,2021-08-01,71,CopperT
Homa Bay County,2021-09-01,134,CopperT
Homa Bay County,2021-10-01,132,CopperT
Homa Bay County,2021-11-01,126,CopperT
Homa Bay County,2021-12-01,78,CopperT
Homa Bay County,2022-01-01,68,CopperT
Homa Bay County,2022-02-01,71,CopperT
Homa Bay County,2022-03-01,1557,CopperT
Homa Bay County,2022-04-01,1587,CopperT
Homa Bay County,2022-05-01,73,CopperT
Homa Bay County,2022-06-01,95,CopperT
Isiolo County,2021-07-01,NA,CopperT
Isiolo County,2021-08-01,7,CopperT
Isiolo County,2021-09-01,4,CopperT
Isiolo County,2021-10-01,2,CopperT
Isiolo County,2021-11-01,2,CopperT
Isiolo County,2021-12-01,10,CopperT
Isiolo County,2022-01-01,6,CopperT
Isiolo County,2022-02-01,6,CopperT
Isiolo County,2022-03-01,10,CopperT
Isiolo County,2022-04-01,5,CopperT
Isiolo County,2022-05-01,15,CopperT
Isiolo County,2022-06-01,10,CopperT
Kajiado County,2021-07-01,207,CopperT
Kajiado County,2021-08-01,186,CopperT
Kajiado County,2021-09-01,195,CopperT
Kajiado County,2021-10-01,300,CopperT
Kajiado County,2021-11-01,271,CopperT
Kajiado County,2021-12-01,158,CopperT
Kajiado County,2022-01-01,249,CopperT
Kajiado County,2022-02-01,235,CopperT
Kajiado County,2022-03-01,207,CopperT
Kajiado County,2022-04-01,132,CopperT
Kajiado County,2022-05-01,172,CopperT
Kajiado County,2022-06-01,688,CopperT
Kakamega County,2021-07-01,1522,CopperT
Kakamega County,2021-08-01,1338,CopperT
Kakamega County,2021-09-01,165,CopperT
Kakamega County,2021-10-01,543,CopperT
Kakamega County,2021-11-01,532,CopperT
Kakamega County,2021-12-01,163,CopperT
Kakamega County,2022-01-01,159,CopperT
Kakamega County,2022-02-01,157,CopperT
Kakamega County,2022-03-01,485,CopperT
Kakamega County,2022-04-01,134,CopperT
Kakamega County,2022-05-01,138,CopperT
Kakamega County,2022-06-01,161,CopperT
Kericho County,2021-07-01,49,CopperT
Kericho County,2021-08-01,36,CopperT
Kericho County,2021-09-01,64,CopperT
Kericho County,2021-10-01,56,CopperT
Kericho County,2021-11-01,53,CopperT
Kericho County,2021-12-01,23,CopperT
Kericho County,2022-01-01,112,CopperT
Kericho County,2022-02-01,33,CopperT
Kericho County,2022-03-01,81,CopperT
Kericho County,2022-04-01,47,CopperT
Kericho County,2022-05-01,66,CopperT
Kericho County,2022-06-01,37,CopperT
Kiambu County,2021-07-01,782,CopperT
Kiambu County,2021-08-01,664,CopperT
Kiambu County,2021-09-01,793,CopperT
Kiambu County,2021-10-01,1457,CopperT
Kiambu County,2021-11-01,729,CopperT
Kiambu County,2021-12-01,626,CopperT
Kiambu County,2022-01-01,556,CopperT
Kiambu County,2022-02-01,721,CopperT
Kiambu County,2022-03-01,827,CopperT
Kiambu County,2022-04-01,719,CopperT
Kiambu County,2022-05-01,650,CopperT
Kiambu County,2022-06-01,567,CopperT
Kilifi County,2021-07-01,200,CopperT
Kilifi County,2021-08-01,129,CopperT
Kilifi County,2021-09-01,177,CopperT
Kilifi County,2021-10-01,145,CopperT
Kilifi County,2021-11-01,498,CopperT
Kilifi County,2021-12-01,89,CopperT
Kilifi County,2022-01-01,107,CopperT
Kilifi County,2022-02-01,114,CopperT
Kilifi County,2022-03-01,134,CopperT
Kilifi County,2022-04-01,67,CopperT
Kilifi County,2022-05-01,127,CopperT
Kilifi County,2022-06-01,107,CopperT
Kirinyaga County,2021-07-01,184,CopperT
Kirinyaga County,2021-08-01,147,CopperT
Kirinyaga County,2021-09-01,175,CopperT
Kirinyaga County,2021-10-01,235,CopperT
Kirinyaga County,2021-11-01,162,CopperT
Kirinyaga County,2021-12-01,136,CopperT
Kirinyaga County,2022-01-01,154,CopperT
Kirinyaga County,2022-02-01,142,CopperT
Kirinyaga County,2022-03-01,208,CopperT
Kirinyaga County,2022-04-01,182,CopperT
Kirinyaga County,2022-05-01,171,CopperT
Kirinyaga County,2022-06-01,184,CopperT
Kisii County,2021-07-01,99,CopperT
Kisii County,2021-08-01,107,CopperT
Kisii County,2021-09-01,1532,CopperT
Kisii County,2021-10-01,120,CopperT
Kisii County,2021-11-01,262,CopperT
Kisii County,2021-12-01,158,CopperT
Kisii County,2022-01-01,259,CopperT
Kisii County,2022-02-01,111,CopperT
Kisii County,2022-03-01,167,CopperT
Kisii County,2022-04-01,752,CopperT
Kisii County,2022-05-01,141,CopperT
Kisii County,2022-06-01,236,CopperT
Kisumu County,2021-07-01,166,CopperT
Kisumu County,2021-08-01,113,CopperT
Kisumu County,2021-09-01,155,CopperT
Kisumu County,2021-10-01,546,CopperT
Kisumu County,2021-11-01,136,CopperT
Kisumu County,2021-12-01,160,CopperT
Kisumu County,2022-01-01,114,CopperT
Kisumu County,2022-02-01,189,CopperT
Kisumu County,2022-03-01,149,CopperT
Kisumu County,2022-04-01,482,CopperT
Kisumu County,2022-05-01,187,CopperT
Kisumu County,2022-06-01,187,CopperT
Kitui County,2021-07-01,65,CopperT
Kitui County,2021-08-01,66,CopperT
Kitui County,2021-09-01,41,CopperT
Kitui County,2021-10-01,26,CopperT
Kitui County,2021-11-01,46,CopperT
Kitui County,2021-12-01,50,CopperT
Kitui County,2022-01-01,102,CopperT
Kitui County,2022-02-01,48,CopperT
Kitui County,2022-03-01,60,CopperT
Kitui County,2022-04-01,53,CopperT
Kitui County,2022-05-01,90,CopperT
Kitui County,2022-06-01,39,CopperT
Kwale County,2021-07-01,12,CopperT
Kwale County,2021-08-01,21,CopperT
Kwale County,2021-09-01,12,CopperT
Kwale County,2021-10-01,15,CopperT
Kwale County,2021-11-01,14,CopperT
Kwale County,2021-12-01,10,CopperT
Kwale County,2022-01-01,12,CopperT
Kwale County,2022-02-01,9,CopperT
Kwale County,2022-03-01,16,CopperT
Kwale County,2022-04-01,23,CopperT
Kwale County,2022-05-01,25,CopperT
Kwale County,2022-06-01,32,CopperT
Laikipia County,2021-07-01,244,CopperT
Laikipia County,2021-08-01,111,CopperT
Laikipia County,2021-09-01,120,CopperT
Laikipia County,2021-10-01,74,CopperT
Laikipia County,2021-11-01,197,CopperT
Laikipia County,2021-12-01,58,CopperT
Laikipia County,2022-01-01,88,CopperT
Laikipia County,2022-02-01,984,CopperT
Laikipia County,2022-03-01,67,CopperT
Laikipia County,2022-04-01,28,CopperT
Laikipia County,2022-05-01,382,CopperT
Laikipia County,2022-06-01,198,CopperT
Lamu County,2021-07-01,15,CopperT
Lamu County,2021-08-01,9,CopperT
Lamu County,2021-09-01,10,CopperT
Lamu County,2021-10-01,11,CopperT
Lamu County,2021-11-01,13,CopperT
Lamu County,2021-12-01,9,CopperT
Lamu County,2022-01-01,5,CopperT
Lamu County,2022-02-01,9,CopperT
Lamu County,2022-03-01,1,CopperT
Lamu County,2022-04-01,11,CopperT
Lamu County,2022-05-01,4,CopperT
Lamu County,2022-06-01,4,CopperT
Machakos County,2021-07-01,113,CopperT
Machakos County,2021-08-01,92,CopperT
Machakos County,2021-09-01,120,CopperT
Machakos County,2021-10-01,129,CopperT
Machakos County,2021-11-01,837,CopperT
Machakos County,2021-12-01,91,CopperT
Machakos County,2022-01-01,95,CopperT
Machakos County,2022-02-01,87,CopperT
Machakos County,2022-03-01,86,CopperT
Machakos County,2022-04-01,56,CopperT
Machakos County,2022-05-01,110,CopperT
Machakos County,2022-06-01,252,CopperT
Makueni County,2021-07-01,111,CopperT
Makueni County,2021-08-01,93,CopperT
Makueni County,2021-09-01,88,CopperT
Makueni County,2021-10-01,109,CopperT
Makueni County,2021-11-01,101,CopperT
Makueni County,2021-12-01,52,CopperT
Makueni County,2022-01-01,93,CopperT
Makueni County,2022-02-01,76,CopperT
Makueni County,2022-03-01,78,CopperT
Makueni County,2022-04-01,60,CopperT
Makueni County,2022-05-01,98,CopperT
Makueni County,2022-06-01,111,CopperT
Mandera County,2021-07-01,NA,CopperT
Mandera County,2021-08-01,87,CopperT
Mandera County,2021-09-01,5,CopperT
Mandera County,2021-10-01,5,CopperT
Mandera County,2021-11-01,NA,CopperT
Mandera County,2021-12-01,NA,CopperT
Mandera County,2022-01-01,NA,CopperT
Mandera County,2022-02-01,NA,CopperT
Mandera County,2022-03-01,NA,CopperT
Mandera County,2022-04-01,4,CopperT
Mandera County,2022-05-01,NA,CopperT
Mandera County,2022-06-01,NA,CopperT
Marsabit County,2021-07-01,103,CopperT
Marsabit County,2021-08-01,4,CopperT
Marsabit County,2021-09-01,3,CopperT
Marsabit County,2021-10-01,NA,CopperT
Marsabit County,2021-11-01,3,CopperT
Marsabit County,2021-12-01,6,CopperT
Marsabit County,2022-01-01,NA,CopperT
Marsabit County,2022-02-01,NA,CopperT
Marsabit County,2022-03-01,202,CopperT
Marsabit County,2022-04-01,1,CopperT
Marsabit County,2022-05-01,NA,CopperT
Marsabit County,2022-06-01,1,CopperT
Meru County,2021-07-01,157,CopperT
Meru County,2021-08-01,91,CopperT
Meru County,2021-09-01,74,CopperT
Meru County,2021-10-01,109,CopperT
Meru County,2021-11-01,200,CopperT
Meru County,2021-12-01,116,CopperT
Meru County,2022-01-01,61,CopperT
Meru County,2022-02-01,79,CopperT
Meru County,2022-03-01,161,CopperT
Meru County,2022-04-01,100,CopperT
Meru County,2022-05-01,160,CopperT
Meru County,2022-06-01,55,CopperT
Migori County,2021-07-01,314,CopperT
Migori County,2021-08-01,393,CopperT
Migori County,2021-09-01,280,CopperT
Migori County,2021-10-01,318,CopperT
Migori County,2021-11-01,452,CopperT
Migori County,2021-12-01,300,CopperT
Migori County,2022-01-01,269,CopperT
Migori County,2022-02-01,242,CopperT
Migori County,2022-03-01,242,CopperT
Migori County,2022-04-01,239,CopperT
Migori County,2022-05-01,305,CopperT
Migori County,2022-06-01,367,CopperT
Mombasa County,2021-07-01,309,CopperT
Mombasa County,2021-08-01,394,CopperT
Mombasa County,2021-09-01,306,CopperT
Mombasa County,2021-10-01,265,CopperT
Mombasa County,2021-11-01,322,CopperT
Mombasa County,2021-12-01,240,CopperT
Mombasa County,2022-01-01,235,CopperT
Mombasa County,2022-02-01,257,CopperT
Mombasa County,2022-03-01,261,CopperT
Mombasa County,2022-04-01,167,CopperT
Mombasa County,2022-05-01,255,CopperT
Mombasa County,2022-06-01,228,CopperT
Muranga County,2021-07-01,180,CopperT
Muranga County,2021-08-01,104,CopperT
Muranga County,2021-09-01,161,CopperT
Muranga County,2021-10-01,99,CopperT
Muranga County,2021-11-01,155,CopperT
Muranga County,2021-12-01,72,CopperT
Muranga County,2022-01-01,127,CopperT
Muranga County,2022-02-01,94,CopperT
Muranga County,2022-03-01,183,CopperT
Muranga County,2022-04-01,139,CopperT
Muranga County,2022-05-01,151,CopperT
Muranga County,2022-06-01,167,CopperT
Nairobi County,2021-07-01,1318,CopperT
Nairobi County,2021-08-01,1401,CopperT
Nairobi County,2021-09-01,1460,CopperT
Nairobi County,2021-10-01,1385,CopperT
Nairobi County,2021-11-01,960,CopperT
Nairobi County,2021-12-01,1288,CopperT
Nairobi County,2022-01-01,1391,CopperT
Nairobi County,2022-02-01,1499,CopperT
Nairobi County,2022-03-01,1528,CopperT
Nairobi County,2022-04-01,1389,CopperT
Nairobi County,2022-05-01,1465,CopperT
Nairobi County,2022-06-01,1436,CopperT
Nakuru County,2021-07-01,892,CopperT
Nakuru County,2021-08-01,798,CopperT
Nakuru County,2021-09-01,785,CopperT
Nakuru County,2021-10-01,1081,CopperT
Nakuru County,2021-11-01,1096,CopperT
Nakuru County,2021-12-01,656,CopperT
Nakuru County,2022-01-01,646,CopperT
Nakuru County,2022-02-01,727,CopperT
Nakuru County,2022-03-01,661,CopperT
Nakuru County,2022-04-01,680,CopperT
Nakuru County,2022-05-01,585,CopperT
Nakuru County,2022-06-01,997,CopperT
Nandi County,2021-07-01,126,CopperT
Nandi County,2021-08-01,73,CopperT
Nandi County,2021-09-01,70,CopperT
Nandi County,2021-10-01,54,CopperT
Nandi County,2021-11-01,63,CopperT
Nandi County,2021-12-01,45,CopperT
Nandi County,2022-01-01,49,CopperT
Nandi County,2022-02-01,99,CopperT
Nandi County,2022-03-01,65,CopperT
Nandi County,2022-04-01,33,CopperT
Nandi County,2022-05-01,56,CopperT
Nandi County,2022-06-01,4022,CopperT
Narok County,2021-07-01,33,CopperT
Narok County,2021-08-01,63,CopperT
Narok County,2021-09-01,17,CopperT
Narok County,2021-10-01,31,CopperT
Narok County,2021-11-01,59,CopperT
Narok County,2021-12-01,56,CopperT
Narok County,2022-01-01,38,CopperT
Narok County,2022-02-01,31,CopperT
Narok County,2022-03-01,49,CopperT
Narok County,2022-04-01,29,CopperT
Narok County,2022-05-01,47,CopperT
Narok County,2022-06-01,39,CopperT
Nyamira County,2021-07-01,2548,CopperT
Nyamira County,2021-08-01,78,CopperT
Nyamira County,2021-09-01,178,CopperT
Nyamira County,2021-10-01,65,CopperT
Nyamira County,2021-11-01,81,CopperT
Nyamira County,2021-12-01,121,CopperT
Nyamira County,2022-01-01,108,CopperT
Nyamira County,2022-02-01,135,CopperT
Nyamira County,2022-03-01,795,CopperT
Nyamira County,2022-04-01,101,CopperT
Nyamira County,2022-05-01,235,CopperT
Nyamira County,2022-06-01,67,CopperT
Nyandarua County,2021-07-01,73,CopperT
Nyandarua County,2021-08-01,164,CopperT
Nyandarua County,2021-09-01,126,CopperT
Nyandarua County,2021-10-01,874,CopperT
Nyandarua County,2021-11-01,157,CopperT
Nyandarua County,2021-12-01,196,CopperT
Nyandarua County,2022-01-01,139,CopperT
Nyandarua County,2022-02-01,184,CopperT
Nyandarua County,2022-03-01,209,CopperT
Nyandarua County,2022-04-01,174,CopperT
Nyandarua County,2022-05-01,178,CopperT
Nyandarua County,2022-06-01,180,CopperT
Nyeri County,2021-07-01,234,CopperT
Nyeri County,2021-08-01,236,CopperT
Nyeri County,2021-09-01,296,CopperT
Nyeri County,2021-10-01,209,CopperT
Nyeri County,2021-11-01,211,CopperT
Nyeri County,2021-12-01,299,CopperT
Nyeri County,2022-01-01,233,CopperT
Nyeri County,2022-02-01,151,CopperT
Nyeri County,2022-03-01,202,CopperT
Nyeri County,2022-04-01,681,CopperT
Nyeri County,2022-05-01,172,CopperT
Nyeri County,2022-06-01,141,CopperT
Samburu County,2021-07-01,4,CopperT
Samburu County,2021-08-01,7,CopperT
Samburu County,2021-09-01,7,CopperT
Samburu County,2021-10-01,3,CopperT
Samburu County,2021-11-01,2,CopperT
Samburu County,2021-12-01,NA,CopperT
Samburu County,2022-01-01,61,CopperT
Samburu County,2022-02-01,2,CopperT
Samburu County,2022-03-01,7,CopperT
Samburu County,2022-04-01,8,CopperT
Samburu County,2022-05-01,8,CopperT
Samburu County,2022-06-01,11,CopperT
Siaya County,2021-07-01,84,CopperT
Siaya County,2021-08-01,378,CopperT
Siaya County,2021-09-01,80,CopperT
Siaya County,2021-10-01,97,CopperT
Siaya County,2021-11-01,63,CopperT
Siaya County,2021-12-01,53,CopperT
Siaya County,2022-01-01,69,CopperT
Siaya County,2022-02-01,99,CopperT
Siaya County,2022-03-01,86,CopperT
Siaya County,2022-04-01,60,CopperT
Siaya County,2022-05-01,74,CopperT
Siaya County,2022-06-01,65,CopperT
Taita Taveta County,2021-07-01,64,CopperT
Taita Taveta County,2021-08-01,34,CopperT
Taita Taveta County,2021-09-01,33,CopperT
Taita Taveta County,2021-10-01,93,CopperT
Taita Taveta County,2021-11-01,27,CopperT
Taita Taveta County,2021-12-01,36,CopperT
Taita Taveta County,2022-01-01,38,CopperT
Taita Taveta County,2022-02-01,45,CopperT
Taita Taveta County,2022-03-01,76,CopperT
Taita Taveta County,2022-04-01,17,CopperT
Taita Taveta County,2022-05-01,41,CopperT
Taita Taveta County,2022-06-01,34,CopperT
Tana River County,2021-07-01,3,CopperT
Tana River County,2021-08-01,41,CopperT
Tana River County,2021-09-01,20,CopperT
Tana River County,2021-10-01,7,CopperT
Tana River County,2021-11-01,25,CopperT
Tana River County,2021-12-01,2,CopperT
Tana River County,2022-01-01,168,CopperT
Tana River County,2022-02-01,11,CopperT
Tana River County,2022-03-01,19,CopperT
Tana River County,2022-04-01,15,CopperT
Tana River County,2022-05-01,19,CopperT
Tana River County,2022-06-01,166,CopperT
Tharaka Nithi County,2021-07-01,58,CopperT
Tharaka Nithi County,2021-08-01,33,CopperT
Tharaka Nithi County,2021-09-01,57,CopperT
Tharaka Nithi County,2021-10-01,38,CopperT
Tharaka Nithi County,2021-11-01,610,CopperT
Tharaka Nithi County,2021-12-01,201,CopperT
Tharaka Nithi County,2022-01-01,24,CopperT
Tharaka Nithi County,2022-02-01,96,CopperT
Tharaka Nithi County,2022-03-01,25,CopperT
Tharaka Nithi County,2022-04-01,54,CopperT
Tharaka Nithi County,2022-05-01,59,CopperT
Tharaka Nithi County,2022-06-01,44,CopperT
Trans Nzoia County,2021-07-01,56,CopperT
Trans Nzoia County,2021-08-01,125,CopperT
Trans Nzoia County,2021-09-01,202,CopperT
Trans Nzoia County,2021-10-01,111,CopperT
Trans Nzoia County,2021-11-01,125,CopperT
Trans Nzoia County,2021-12-01,127,CopperT
Trans Nzoia County,2022-01-01,157,CopperT
Trans Nzoia County,2022-02-01,161,CopperT
Trans Nzoia County,2022-03-01,174,CopperT
Trans Nzoia County,2022-04-01,87,CopperT
Trans Nzoia County,2022-05-01,135,CopperT
Trans Nzoia County,2022-06-01,214,CopperT
Turkana County,2021-07-01,2,CopperT
Turkana County,2021-08-01,3,CopperT
Turkana County,2021-09-01,5,CopperT
Turkana County,2021-10-01,3,CopperT
Turkana County,2021-11-01,2,CopperT
Turkana County,2021-12-01,4,CopperT
Turkana County,2022-01-01,5,CopperT
Turkana County,2022-02-01,66,CopperT
Turkana County,2022-03-01,8,CopperT
Turkana County,2022-04-01,2,CopperT
Turkana County,2022-05-01,7,CopperT
Turkana County,2022-06-01,14,CopperT
Uasin Gishu County,2021-07-01,254,CopperT
Uasin Gishu County,2021-08-01,262,CopperT
Uasin Gishu County,2021-09-01,324,CopperT
Uasin Gishu County,2021-10-01,274,CopperT
Uasin Gishu County,2021-11-01,494,CopperT
Uasin Gishu County,2021-12-01,300,CopperT
Uasin Gishu County,2022-01-01,212,CopperT
Uasin Gishu County,2022-02-01,310,CopperT
Uasin Gishu County,2022-03-01,311,CopperT
Uasin Gishu County,2022-04-01,208,CopperT
Uasin Gishu County,2022-05-01,212,CopperT
Uasin Gishu County,2022-06-01,319,CopperT
Vihiga County,2021-07-01,2418,CopperT
Vihiga County,2021-08-01,42,CopperT
Vihiga County,2021-09-01,32,CopperT
Vihiga County,2021-10-01,31,CopperT
Vihiga County,2021-11-01,44,CopperT
Vihiga County,2021-12-01,73,CopperT
Vihiga County,2022-01-01,52,CopperT
Vihiga County,2022-02-01,73,CopperT
Vihiga County,2022-03-01,94,CopperT
Vihiga County,2022-04-01,25,CopperT
Vihiga County,2022-05-01,83,CopperT
Vihiga County,2022-06-01,80,CopperT
Wajir County,2021-07-01,NA,CopperT
Wajir County,2021-08-01,NA,CopperT
Wajir County,2021-09-01,200,CopperT
Wajir County,2021-10-01,NA,CopperT
Wajir County,2021-11-01,NA,CopperT
Wajir County,2021-12-01,51,CopperT
Wajir County,2022-01-01,NA,CopperT
Wajir County,2022-02-01,NA,CopperT
Wajir County,2022-03-01,NA,CopperT
