,Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4
3679,25-07-2020,4786,2858,1650,1965,15171.62,18119.72,8943,14010.45
3680,26-07-2020,2090,265,5799,1648,6625.3,1680.1,31430.58,11750.24
3681,27-07-2020,1470,1850,937,1545,4659.9,11729,5078.54,11015.85
3682,28-07-2020,5300,583,1663,875,16801,3696.22,9013.46,6238.75
3683,29-07-2020,7852,2253,4396,1006,24890.84,14284.02,23826.32,7172.78
3684,30-07-2020,7631,691,4155,989,24190.27,4380.94,22520.1,7051.57
3685,31-07-2020,4207,3750,3322,1958,13336.19,23775,18005.24,13960.54
3686,01-08-2020,7352,3721,993,312,23305.84,23591.14,5382.06,2224.56
3687,02-08-2020,837,2214,5267,601,2653.29,14036.76,28547.14,4285.13
3688,03-08-2020,6488,1670,1027,650,20566.96,10587.8,5566.34,4634.5
3689,04-08-2020,4960,917,4498,897,15723.2,5813.78,24379.16,6395.61
3690,05-08-2020,7615,3900,3950,465,24139.55,24726,21409,3315.45
3691,06-08-2020,6114,3912,1765,1400,19381.38,24802.08,9566.3,9982
3692,07-08-2020,5640,3427,2042,967,17878.8,21727.18,11067.64,6894.71
3693,08-08-2020,5592,3163,5337,896,17726.64,20053.42,28926.54,6388.48
3694,09-08-2020,4900,2654,526,1236,15533,16826.36,2850.92,8812.68
3695,10-08-2020,5291,2556,890,897,16772.47,16205.04,4823.8,6395.61
3696,11-08-2020,390,2360,1752,1962,1236.3,14962.4,9495.84,13989.06
3697,12-08-2020,5064,2230,3767,1737,16052.88,14138.2,20417.14,12384.81
3698,13-08-2020,6461,1235,3544,807,20481.37,7829.9,19208.48,5753.91
3699,14-08-2020,4515,3717,1850,1181,14312.55,23565.78,10027,8420.53
3700,15-08-2020,4647,2627,2782,1311,14730.99,16655.18,15078.44,9347.43
3701,16-08-2020,1717,3350,3591,905,5442.89,21239,19463.22,6452.65
3702,17-08-2020,1150,3698,5637,1039,3645.5,23445.32,30552.54,7408.07
3703,18-08-2020,7607,1719,3693,1170,24114.19,10898.46,20016.06,8342.1
3704,19-08-2020,467,460,2381,388,1480.39,2916.4,12905.02,2766.44
3705,20-08-2020,7946,3462,2743,1385,25188.82,21949.08,14867.06,9875.05
3706,21-08-2020,5754,3373,1344,253,18240.18,21384.82,7284.48,1803.89
3707,22-08-2020,2437,299,803,481,7725.29,1895.66,4352.26,3429.53
3708,23-08-2020,4555,3442,3065,1166,14439.35,21822.28,16612.3,8313.58
3709,24-08-2020,2551,1380,2813,1095,8086.67,8749.2,15246.46,7807.35
3710,25-08-2020,6047,3509,3053,1671,19168.99,22247.06,16547.26,11914.23
3711,26-08-2020,2857,1069,556,610,9056.69,6777.46,3013.52,4349.3
3712,27-08-2020,5214,1215,392,1566,16528.38,7703.1,2124.64,11165.58
3713,28-08-2020,4554,2852,4793,1444,14436.18,18081.68,25978.06,10295.72
3714,29-08-2020,1343,1513,5173,1474,4257.31,9592.42,28037.66,10509.62
3715,31-08-2020,2698,1099,2721,392,8552.66,6967.66,14747.82,2794.96
3716,01-09-2020,7579,2422,3132,676,24025.43,15355.48,16975.44,4819.88
3717,02-09-2020,3884,2801,5577,724,12312.28,17758.34,30227.34,5162.12
3718,03-09-2020,1154,3376,2422,1567,3658.18,21403.84,13127.24,11172.71
3719,04-09-2020,3959,296,2247,1317,12550.03,1876.64,12178.74,9390.21
3720,05-09-2020,1353,3066,4202,350,4289.01,19438.44,22774.84,2495.5
3721,06-09-2020,3085,2323,768,1164,9779.45,14727.82,4162.56,8299.32
3722,07-09-2020,2922,1978,2684,1737,9262.74,12540.52,14547.28,12384.81
3723,08-09-2020,7827,1586,1152,1924,24811.59,10055.24,6243.84,13718.12
3724,09-09-2020,4827,937,1874,676,15301.59,5940.58,10157.08,4819.88
3725,10-09-2020,5596,1247,773,1207,17739.32,7905.98,4189.66,8605.91
3726,11-09-2020,1675,1849,289,646,5309.75,11722.66,1566.38,4605.98
3727,12-09-2020,7690,3351,4785,473,24377.3,21245.34,25934.7,3372.49
3728,13-09-2020,5645,902,3472,1742,17894.65,5718.68,18818.24,12420.46
3729,14-09-2020,3117,809,313,999,9880.89,5129.06,1696.46,7122.87
3730,15-09-2020,1666,873,5089,749,5281.22,5534.82,27582.38,5340.37
3731,16-09-2020,7649,1336,4958,465,24247.33,8470.24,26872.36,3315.45
3732,17-09-2020,6262,725,4690,890,19850.54,4596.5,25419.8,6345.7
3733,18-09-2020,6203,346,4179,1150,19663.51,2193.64,22650.18,8199.5
3734,19-09-2020,2086,1550,4647,863,6612.62,9827,25186.74,6153.19
3735,20-09-2020,2186,2591,906,1458,6929.62,16426.94,4910.52,10395.54
3736,21-09-2020,6347,3865,3217,1497,20119.99,24504.1,17436.14,10673.61
3737,22-09-2020,3747,2055,5525,895,11877.99,13028.7,29945.5,6381.35
3738,23-09-2020,7282,3770,2963,581,23083.94,23901.8,16059.46,4142.53
3739,24-09-2020,5963,430,1213,659,18902.71,2726.2,6574.46,4698.67
3740,25-09-2020,5527,2619,3145,1998,17520.59,16604.46,17045.9,14245.74
3741,26-09-2020,6030,2798,5429,1666,19115.1,17739.32,29425.18,11878.58
3742,27-09-2020,7841,2658,4542,1550,24855.97,16851.72,24617.64,11051.5
3743,28-09-2020,7065,1287,1520,530,22396.05,8159.58,8238.4,3778.9
3744,29-09-2020,4889,3031,5878,685,15498.13,19216.54,31858.76,4884.05
3745,30-09-2020,3682,1970,1838,1388,11671.94,12489.8,9961.96,9896.44
3746,31-9-2020,4713,1227,4065,403,14940.21,7779.18,22032.3,2873.39
3747,01-10-2020,4441,2584,634,1815,14077.97,16382.56,3436.28,12940.95
3748,02-10-2020,7802,980,4616,888,24732.34,6213.2,25018.72,6331.44
3749,03-10-2020,7036,2501,690,403,22304.12,15856.34,3739.8,2873.39
3750,04-10-2020,7755,3291,1601,1135,24583.35,20864.94,8677.42,8092.55
3751,05-10-2020,1601,3098,991,1709,5075.17,19641.32,5371.22,12185.17
3752,06-10-2020,3112,1448,1541,1841,9865.04,9180.32,8352.22,13126.33
3753,07-10-2020,496,2097,4944,1564,1572.32,13294.98,26796.48,11151.32
3754,08-10-2020,5235,3811,1159,722,16594.95,24161.74,6281.78,5147.86
3755,09-10-2020,3145,3084,5770,457,9969.65,19552.56,31273.4,3258.41
3756,10-10-2020,6237,3825,5228,1670,19771.29,24250.5,28335.76,11907.1
3757,11-10-2020,712,3867,1419,506,2257.04,24516.78,7690.98,3607.78
3758,12-10-2020,3907,2331,5202,958,12385.19,14778.54,28194.84,6830.54
3759,13-10-2020,5120,3815,5191,1211,16230.4,24187.1,28135.22,8634.43
3760,14-10-2020,6996,1801,464,955,22177.32,11418.34,2514.88,6809.15
3761,15-10-2020,605,807,3010,259,1917.85,5116.38,16314.2,1846.67
3762,16-10-2020,4856,2000,3110,1352,15393.52,12680,16856.2,9639.76
3763,17-10-2020,4509,498,1618,1733,14293.53,3157.32,8769.56,12356.29
3764,18-10-2020,6396,3686,320,1433,20275.32,23369.24,1734.4,10217.29
3765,19-10-2020,7136,1961,274,696,22621.12,12432.74,1485.08,4962.48
3766,20-10-2020,4348,3609,5393,1590,13783.16,22881.06,29230.06,11336.7
3767,21-10-2020,5888,1707,5456,1086,18664.96,10822.38,29571.52,7743.18
3768,22-10-2020,3292,810,2741,485,10435.64,5135.4,14856.22,3458.05
3769,23-10-2020,6847,1177,479,1605,21704.99,7462.18,2596.18,11443.65
3770,24-10-2020,365,2103,4876,1388,1157.05,13333.02,26427.92,9896.44
3771,25-10-2020,1419,326,264,1598,4498.23,2066.84,1430.88,11393.74
3772,26-10-2020,7209,2924,2261,1299,22852.53,18538.16,12254.62,9261.87
3773,27-10-2020,6037,3591,348,264,19137.29,22766.94,1886.16,1882.32
3774,28-10-2020,3362,2786,4181,379,10657.54,17663.24,22661.02,2702.27
3775,29-10-2020,5381,535,5698,909,17057.77,3391.9,30883.16,6481.17
3776,30-10-2020,7129,3311,1137,290,22598.93,20991.74,6162.54,2067.7
3777,01-11-2020,958,2401,3079,1648,3036.86,15222.34,16688.18,11750.24
3778,02-11-2020,1921,1060,5531,1589,6089.57,6720.4,29978.02,11329.57
3779,03-11-2020,4279,610,3364,1255,13564.43,3867.4,18232.88,8948.15
3780,04-11-2020,7296,1431,2995,476,23128.32,9072.54,16232.9,3393.88
3781,05-11-2020,2017,823,5718,1022,6393.89,5217.82,30991.56,7286.86
3782,06-11-2020,7145,3416,5505,1549,22649.65,21657.44,29837.1,11044.37
3783,07-11-2020,3821,1785,4905,697,12112.57,11316.9,26585.1,4969.61
3784,08-11-2020,5396,3520,3853,1661,17105.32,22316.8,20883.26,11842.93
3785,09-11-2020,3864,1983,5816,624,12248.88,12572.22,31522.72,4449.12
3786,10-11-2020,4445,937,3825,1490,14090.65,5940.58,20731.5,10623.7
3787,11-11-2020,2510,3649,1747,520,7956.7,23134.66,9468.74,3707.6
3788,12-11-2020,5560,1410,446,1124,17625.2,8939.4,2417.32,8014.12
3789,13-11-2020,958,2661,3865,1303,3036.86,16870.74,20948.3,9290.39
3790,14-11-2020,1716,2307,5406,1128,5439.72,14626.38,29300.52,8042.64
3791,15-11-2020,1738,1585,1653,1667,5509.46,10048.9,8959.26,11885.71
3792,16-11-2020,4307,2618,3721,530,13653.19,16598.12,20167.82,3778.9
3793,17-11-2020,4446,3998,4091,1442,14093.82,25347.32,22173.22,10281.46
3794,18-11-2020,7111,2251,4797,807,22541.87,14271.34,25999.74,5753.91
3795,19-11-2020,2874,3620,5719,1692,9110.58,22950.8,30996.98,12063.96
3796,20-11-2020,4868,3341,2526,252,15431.56,21181.94,13690.92,1796.76
3797,21-11-2020,1320,1162,4383,884,4184.4,7367.08,23755.86,6302.92
3798,22-11-2020,5184,2360,2742,795,16433.28,14962.4,14861.64,5668.35
3799,23-11-2020,6744,2952,4929,1294,21378.48,18715.68,26715.18,9226.22
3800,24-11-2020,6153,3657,3434,1413,19505.01,23185.38,18612.28,10074.69
3801,25-11-2020,5795,3104,2077,1925,18370.15,19679.36,11257.34,13725.25
3802,26-11-2020,7634,605,922,1793,24199.78,3835.7,4997.24,12784.09
3803,27-11-2020,3802,281,4224,919,12052.34,1781.54,22894.08,6552.47
3804,28-11-2020,1596,3661,3359,1230,5059.32,23210.74,18205.78,8769.9
3805,29-11-2020,6117,1687,3922,1796,19390.89,10695.58,21257.24,12805.48
3806,30-11-2020,2881,3587,3835,1705,9132.77,22741.58,20785.7,12156.65
3807,31-11-2020,870,3463,798,851,2757.9,21955.42,4325.16,6067.63
3808,01-12-2020,1801,1566,4417,873,5709.17,9928.44,23940.14,6224.49
3809,02-12-2020,5221,571,1193,1568,16550.57,3620.14,6466.06,11179.84
3810,03-12-2020,3047,1536,4381,560,9658.99,9738.24,23745.02,3992.8
3811,04-12-2020,2359,2664,3094,308,7478.03,16889.76,16769.48,2196.04
3812,05-12-2020,6147,2254,5331,1063,19485.99,14290.36,28894.02,7579.19
3813,06-12-2020,4942,1423,3560,1796,15666.14,9021.82,19295.2,12805.48
3814,07-12-2020,4213,483,5042,1896,13355.21,3062.22,27327.64,13518.48
3815,08-12-2020,362,1683,2903,1747,1147.54,10670.22,15734.26,12456.11
3816,09-12-2020,7820,3430,3536,641,24789.4,21746.2,19165.12,4570.33
3817,10-12-2020,3194,3469,2404,1140,10124.98,21993.46,13029.68,8128.2
3818,11-12-2020,3244,2839,1516,1556,10283.48,17999.26,8216.72,11094.28
3819,12-12-2020,6576,387,4468,408,20845.92,2453.58,24216.56,2909.04
3820,13-12-2020,2074,1198,2709,1529,6574.58,7595.32,14682.78,10901.77
3821,14-12-2020,1656,1677,5986,353,5249.52,10632.18,32444.12,2516.89
3822,15-12-2020,5602,1622,1820,1902,17758.34,10283.48,9864.4,13561.26
3823,16-12-2020,890,2412,3227,1313,2821.3,15292.08,17490.34,9361.69
3824,17-12-2020,4242,1894,1224,1840,13447.14,12007.96,6634.08,13119.2
3825,18-12-2020,4600,2633,1986,672,14582,16693.22,10764.12,4791.36
3826,19-12-2020,2450,2247,5721,690,7766.5,14245.98,31007.82,4919.7
3827,20-12-2020,5617,2423,5647,716,17805.89,15361.82,30606.74,5105.08
3828,21-12-2020,5184,2472,3065,702,16433.28,15672.48,16612.3,5005.26
3829,22-12-2020,5211,1577,786,544,16518.87,9998.18,4260.12,3878.72
3830,23-12-2020,1483,2098,5032,354,4701.11,13301.32,27273.44,2524.02
3831,24-12-2020,1806,1756,3017,476,5725.02,11133.04,16352.14,3393.88
3832,25-12-2020,4031,626,1375,842,12778.27,3968.84,7452.5,6003.46
3833,26-12-2020,1355,963,2433,1615,4295.35,6105.42,13186.86,11514.95
3834,27-12-2020,2500,3848,5723,1540,7925,24396.32,31018.66,10980.2
3835,28-12-2020,4098,1004,2003,894,12990.66,6365.36,10856.26,6374.22
3836,29-12-2020,5148,3619,751,1474,16319.16,22944.46,4070.42,10509.62
3837,30-12-2020,1634,3170,759,1368,5179.78,20097.8,4113.78,9753.84
3838,01-01-2021,7693,2394,2384,1367,24386.81,15177.96,12921.28,9746.71
3839,02-01-2021,5418,1294,1071,1492,17175.06,8203.96,5804.82,10637.96
3840,03-01-2021,6718,649,4878,1380,21296.06,4114.66,26438.76,9839.4
3841,04-01-2021,6964,1122,2730,428,22075.88,7113.48,14796.6,3051.64
3842,05-01-2021,3963,1848,1563,944,12562.71,11716.32,8471.46,6730.72
3843,06-01-2021,4556,3793,1381,1221,14442.52,24047.62,7485.02,8705.73
3844,07-01-2021,1247,2379,4995,1235,3952.99,15082.86,27072.9,8805.55
3845,08-01-2021,4669,1548,1938,503,14800.73,9814.32,10503.96,3586.39
3846,09-01-2021,2986,2894,2037,1082,9465.62,18347.96,11040.54,7714.66
3847,10-01-2021,4632,2987,3407,1572,14683.44,18937.58,18465.94,11208.36
3848,11-01-2021,7553,2369,310,1118,23943.01,15019.46,1680.2,7971.34
3849,12-01-2021,5754,3963,844,1934,18240.18,25125.42,4574.48,13789.42
3850,13-01-2021,5283,3675,4237,436,16747.11,23299.5,22964.54,3108.68
3851,14-01-2021,4217,3256,4747,1263,13367.89,20643.04,25728.74,9005.19
3852,15-01-2021,6688,2608,808,1694,21200.96,16534.72,4379.36,12078.22
3853,16-01-2021,3807,1665,2999,1437,12068.19,10556.1,16254.58,10245.81
3854,17-01-2021,1995,1424,5381,557,6324.15,9028.16,29165.02,3971.41
3855,18-01-2021,6009,3432,2070,257,19048.53,21758.88,11219.4,1832.41
3856,19-01-2021,595,1001,4716,772,1886.15,6346.34,25560.72,5504.36
3857,20-01-2021,7882,787,5395,673,24985.94,4989.58,29240.9,4798.49
3858,21-01-2021,833,2112,5711,1209,2640.61,13390.08,30953.62,8620.17
3859,22-01-2021,7528,3921,1529,1761,23863.76,24859.14,8287.18,12555.93
3860,23-01-2021,6128,3464,1937,933,19425.76,21961.76,10498.54,6652.29
3861,24-01-2021,6233,1254,4387,590,19758.61,7950.36,23777.54,4206.7
3862,25-01-2021,7380,3367,4512,1316,23394.6,21346.78,24455.04,9383.08
3863,26-01-2021,1637,3415,2765,1322,5189.29,21651.1,14986.3,9425.86
3864,27-01-2021,2627,2433,3133,1893,8327.59,15425.22,16980.86,13497.09
3865,28-01-2021,1266,2913,2770,922,4013.22,18468.42,15013.4,6573.86
3866,29-01-2021,5798,1539,1347,763,18379.66,9757.26,7300.74,5440.19
3867,30-01-2021,5245,596,4953,1972,16626.65,3778.64,26845.26,14060.36
3868,31-01-2021,3081,2860,2552,1040,9766.77,18132.4,13831.84,7415.2
3869,01-02-2021,5727,1109,3335,668,18154.59,7031.06,18075.7,4762.84
3870,02-02-2021,7645,1647,3906,1955,24234.65,10441.98,21170.52,13939.15
3871,03-02-2021,7339,758,3099,1508,23264.63,4805.72,16796.58,10752.04
3872,04-02-2021,3565,2252,4126,1492,11301.05,14277.68,22362.92,10637.96
3873,05-02-2021,7432,2893,3703,524,23559.44,18341.62,20070.26,3736.12
3874,06-02-2021,7050,1125,3991,787,22348.5,7132.5,21631.22,5611.31
3875,07-02-2021,6919,2330,1612,1601,21933.23,14772.2,8737.04,11415.13
3876,08-02-2021,7221,2998,1423,1903,22890.57,19007.32,7712.66,13568.39
3877,09-02-2021,1700,646,4424,1365,5389,4095.64,23978.08,9732.45
3878,10-02-2021,1820,2744,3846,1659,5769.4,17396.96,20845.32,11828.67
3879,11-02-2021,3676,3994,4044,879,11652.92,25321.96,21918.48,6267.27
3880,12-02-2021,1733,2741,388,559,5493.61,17377.94,2102.96,3985.67
3881,13-02-2021,6438,968,3659,252,20408.46,6137.12,19831.78,1796.76
3882,14-02-2021,6743,3597,2822,1464,21375.31,22804.98,15295.24,10438.32
3883,15-02-2021,4139,752,5607,841,13120.63,4767.68,30389.94,5996.33
3884,16-02-2021,453,2527,1189,467,1436.01,16021.18,6444.38,3329.71
3885,17-02-2021,1566,1761,1935,793,4964.22,11164.74,10487.7,5654.09
3886,18-02-2021,4837,3499,5086,1508,15333.29,22183.66,27566.12,10752.04
3887,19-02-2021,6576,878,2027,607,20845.92,5566.52,10986.34,4327.91
3888,20-02-2021,2209,2250,2689,1186,7002.53,14265,14574.38,8456.18
3889,21-02-2021,939,417,629,733,2976.63,2643.78,3409.18,5226.29
3890,22-02-2021,904,936,4102,404,2865.68,5934.24,22232.84,2880.52
3891,23-02-2021,674,2085,2390,1695,2136.58,13218.9,12953.8,12085.35
3892,24-02-2021,6986,2205,4320,714,22145.62,13979.7,23414.4,5090.82
3893,25-02-2021,6808,2814,3245,1276,21581.36,17840.76,17587.9,9097.88
3894,26-02-2021,653,1821,2376,768,2070.01,11545.14,12877.92,5475.84
3895,27-02-2021,576,3888,4530,980,1825.92,24649.92,24552.6,6987.4
3896,28-02-2021,3846,1599,5385,598,12191.82,10137.66,29186.7,4263.74
3897,01-03-2021,6711,2440,2164,1419,21273.87,15469.6,11728.88,10117.47
3898,02-03-2021,7665,3849,3558,529,24298.05,24402.66,19284.36,3771.77
3899,03-03-2021,3107,2962,5050,1212,9849.19,18779.08,27371,8641.56
3900,04-03-2021,7507,2803,3428,1861,23797.19,17771.02,18579.76,13268.93
3901,05-03-2021,5462,1354,5784,747,17314.54,8584.36,31349.28,5326.11
3902,06-03-2021,4327,2073,5252,1284,13716.59,13142.82,28465.84,9154.92
3903,07-03-2021,6081,3706,2548,660,19276.77,23496.04,13810.16,4705.8
3904,08-03-2021,6451,3569,2625,1910,20449.67,22627.46,14227.5,13618.3
3905,09-03-2021,7178,3653,5148,1282,22754.26,23160.02,27902.16,9140.66
3906,10-03-2021,2018,1977,2161,296,6397.06,12534.18,11712.62,2110.48
3907,11-03-2021,6640,1317,1375,1024,21048.8,8349.78,7452.5,7301.12
3908,12-03-2021,5987,2354,491,602,18978.79,14924.36,2661.22,4292.26
3909,13-03-2021,4931,839,2525,487,15631.27,5319.26,13685.5,3472.31
3910,14-03-2021,6561,1048,308,1656,20798.37,6644.32,1669.36,11807.28
3911,15-03-2021,1595,2299,573,1509,5056.15,14575.66,3105.66,10759.17
3912,16-03-2021,7369,3382,1884,896,23359.73,21441.88,10211.28,6388.48
3913,17-03-2021,1059,318,2336,1072,3357.03,2016.12,12661.12,7643.36
3914,18-03-2021,3968,1674,5722,313,12578.56,10613.16,31013.24,2231.69
3915,19-03-2021,5601,2733,701,458,17755.17,17327.22,3799.42,3265.54
3916,20-03-2021,3670,860,3689,1917,11633.9,5452.4,19994.38,13668.21
3917,21-03-2021,5793,2182,5353,1422,18363.81,13833.88,29013.26,10138.86
3918,22-03-2021,4826,3562,4222,1623,15298.42,22583.08,22883.24,11571.99
3919,23-03-2021,2250,262,2376,755,7132.5,1661.08,12877.92,5383.15
3920,24-03-2021,5194,3241,4858,1467,16464.98,20547.94,26330.36,10459.71
3921,25-03-2021,4960,3752,1804,1447,15723.2,23787.68,9777.68,10317.11
3922,26-03-2021,2957,2750,3399,900,9373.69,17435,18422.58,6417
3923,27-03-2021,673,3237,5089,582,2133.41,20522.58,27582.38,4149.66
3924,28-03-2021,1688,934,1769,397,5350.96,5921.56,9587.98,2830.61
3925,29-03-2021,5564,630,3498,934,17637.88,3994.2,18959.16,6659.42
3926,30-03-2021,1095,2303,492,1513,3471.15,14601.02,2666.64,10787.69
3927,31-03-2021,1995,391,4812,1850,6324.15,2478.94,26081.04,13190.5
3928,01-04-2021,6594,887,331,261,20902.98,5623.58,1794.02,1860.93
3929,02-04-2021,6845,3125,502,1445,21698.65,19812.5,2720.84,10302.85
3930,03-04-2021,3209,2691,5723,750,10172.53,17060.94,31018.66,5347.5
3931,04-04-2021,554,535,5484,1830,1756.18,3391.9,29723.28,13047.9
3932,05-04-2021,5977,791,1307,1739,18947.09,5014.94,7083.94,12399.07
3933,06-04-2021,3247,1725,3809,1157,10292.99,10936.5,20644.78,8249.41
3934,07-04-2021,4916,3059,4456,836,15583.72,19394.06,24151.52,5960.68
3935,08-04-2021,7692,777,355,763,24383.64,4926.18,1924.1,5440.19
3936,09-04-2021,1120,3834,4324,1774,3550.4,24307.56,23436.08,12648.62
3937,10-04-2021,7385,3873,5916,1934,23410.45,24554.82,32064.72,13789.42
3938,11-04-2021,5336,1764,1168,1855,16915.12,11183.76,6330.56,13226.15
3939,12-04-2021,3962,829,4266,1181,12559.54,5255.86,23121.72,8420.53
3940,13-04-2021,7125,3465,3281,1569,22586.25,21968.1,17783.02,11186.97
3941,14-04-2021,7075,1990,380,1859,22427.75,12616.6,2059.6,13254.67
3942,15-04-2021,3746,3755,2969,1532,11874.82,23806.7,16091.98,10923.16
3943,16-04-2021,4046,2031,3164,1558,12825.82,12876.54,17148.88,11108.54
3944,17-04-2021,6139,2971,4538,279,19460.63,18836.14,24595.96,1989.27
3945,18-04-2021,5193,3791,5368,1877,16461.81,24034.94,29094.56,13383.01
3946,19-04-2021,7962,3111,3655,571,25239.54,19723.74,19810.1,4071.23
3947,20-04-2021,3631,2811,2311,1993,11510.27,17821.74,12525.62,14210.09
3948,21-04-2021,6135,3159,4338,1901,19447.95,20028.06,23511.96,13554.13
3949,22-04-2021,7742,261,796,1053,24542.14,1654.74,4314.32,7507.89
3950,23-04-2021,5455,1218,3558,1467,17292.35,7722.12,19284.36,10459.71
3951,24-04-2021,5790,2402,2995,1921,18354.3,15228.68,16232.9,13696.73
3952,25-04-2021,392,3495,4715,919,1242.64,22158.3,25555.3,6552.47
3953,26-04-2021,4447,413,651,1445,14096.99,2618.42,3528.42,10302.85
3954,27-04-2021,2818,3206,3708,1977,8933.06,20326.04,20097.36,14096.01
3955,28-04-2021,4937,3247,3996,1423,15650.29,20585.98,21658.32,10145.99
3956,29-04-2021,3949,1599,1702,1064,12518.33,10137.66,9224.84,7586.32
3957,30-04-2021,4394,408,1712,251,13928.98,2586.72,9279.04,1789.63
3958,01-05-2021,5962,1142,5961,1533,18899.54,7240.28,32308.62,10930.29
3959,02-05-2021,2281,2435,2161,1817,7230.77,15437.9,11712.62,12955.21
3960,03-05-2021,5150,3857,3961,1775,16325.5,24453.38,21468.62,12655.75
3961,04-05-2021,3843,3971,4283,1349,12182.31,25176.14,23213.86,9618.37
3962,05-05-2021,7305,1307,4243,1448,23156.85,8286.38,22997.06,10324.24
3963,06-05-2021,2427,3537,2754,1731,7693.59,22424.58,14926.68,12342.03
3964,07-05-2021,4072,2362,3734,1116,12908.24,14975.08,20238.28,7957.08
3965,08-05-2021,558,770,1500,631,1768.86,4881.8,8130,4499.03
3966,09-05-2021,1087,691,643,414,3445.79,4380.94,3485.06,2951.82
3967,10-05-2021,627,1589,1047,925,1987.59,10074.26,5674.74,6595.25
3968,11-05-2021,906,486,4076,1127,2872.02,3081.24,22091.92,8035.51
3969,12-05-2021,5812,1891,4420,838,18424.04,11988.94,23956.4,5974.94
3970,13-05-2021,6140,1649,2565,571,19463.8,10454.66,13902.3,4071.23
3971,14-05-2021,4378,3820,3085,713,13878.26,24218.8,16720.7,5083.69
3972,15-05-2021,802,2412,3924,562,2542.34,15292.08,21268.08,4007.06
3973,16-05-2021,6074,837,3981,257,19254.58,5306.58,21577.02,1832.41
3974,17-05-2021,5361,2903,2019,252,16994.37,18405.02,10942.98,1796.76
3975,18-05-2021,4594,985,5566,1842,14562.98,6244.9,30167.72,13133.46
3976,19-05-2021,6212,3698,5442,785,19692.04,23445.32,29495.64,5597.05
3977,20-05-2021,4417,2355,571,1346,14001.89,14930.7,3094.82,9596.98
3978,21-05-2021,7480,2007,1942,1169,23711.6,12724.38,10525.64,8334.97
3979,22-05-2021,5341,1362,5238,1518,16930.97,8635.08,28389.96,10823.34
3980,23-05-2021,3489,3994,5950,1733,11060.13,25321.96,32249,12356.29
3981,24-05-2021,649,1999,4932,1432,2057.33,12673.66,26731.44,10210.16
3982,25-05-2021,6717,1049,1206,803,21292.89,6650.66,6536.52,5725.39
3983,26-05-2021,1075,1583,4431,1313,3407.75,10036.22,24016.02,9361.69
3984,27-05-2021,4408,3972,3119,809,13973.36,25182.48,16904.98,5768.17
3985,28-05-2021,6483,2365,2985,883,20551.11,14994.1,16178.7,6295.79
3986,29-05-2021,696,1160,846,1512,2206.32,7354.4,4585.32,10780.56
3987,30-05-2021,1388,3197,5645,1882,4399.96,20268.98,30595.9,13418.66
3988,31-05-2021,2620,377,875,284,8305.4,2390.18,4742.5,2024.92
3989,01-06-2021,2671,1459,1980,1379,8467.07,9250.06,10731.6,9832.27
3990,02-06-2021,3928,2781,5530,710,12451.76,17631.54,29972.6,5062.3
3991,03-06-2021,2863,1953,2039,1348,9075.71,12382.02,11051.38,9611.24
3992,04-06-2021,7312,3933,705,807,23179.04,24935.22,3821.1,5753.91
3993,05-06-2021,2034,1924,3734,833,6447.78,12198.16,20238.28,5939.29
3994,06-06-2021,3141,398,5894,1621,9956.97,2523.32,31945.48,11557.73
3995,07-06-2021,4967,3083,5750,489,15745.39,19546.22,31165,3486.57
3996,08-06-2021,7176,2522,436,746,22747.92,15989.48,2363.12,5318.98
3997,09-06-2021,1151,887,5769,1476,3648.67,5623.58,31267.98,10523.88
3998,10-06-2021,3673,503,5428,1507,11643.41,3189.02,29419.76,10744.91
3999,11-06-2021,571,1506,3592,1344,1810.07,9548.04,19468.64,9582.72
4000,12-06-2021,1364,3397,3660,535,4323.88,21536.98,19837.2,3814.55
4001,13-06-2021,5898,1997,1910,1165,18696.66,12660.98,10352.2,8306.45
4002,14-06-2021,6842,1089,3250,1231,21689.14,6904.26,17615,8777.03
4003,15-06-2021,5073,342,4698,1119,16081.41,2168.28,25463.16,7978.47
4004,16-06-2021,1280,3876,4375,600,4057.6,24573.84,23712.5,4278
4005,17-06-2021,7859,1278,2422,1783,24913.03,8102.52,13127.24,12712.79
4006,18-06-2021,5572,3694,619,391,17663.24,23419.96,3354.98,2787.83
4007,19-06-2021,1746,292,4316,1792,5534.82,1851.28,23392.72,12776.96
4008,20-06-2021,4707,532,3264,1505,14921.19,3372.88,17690.88,10730.65
4009,21-06-2021,7125,1641,5742,1500,22586.25,10403.94,31121.64,10695
4010,22-06-2021,7382,2060,2617,399,23400.94,13060.4,14184.14,2844.87
4011,23-06-2021,3071,1689,1670,1186,9735.07,10708.26,9051.4,8456.18
4012,24-06-2021,3488,1947,3440,1277,11056.96,12343.98,18644.8,9105.01
4013,25-06-2021,861,2666,3856,1250,2729.37,16902.44,20899.52,8912.5
4014,26-06-2021,4111,3281,3321,1834,13031.87,20801.54,17999.82,13076.42
4015,27-06-2021,5844,2768,2162,1775,18525.48,17549.12,11718.04,12655.75
4016,28-06-2021,612,2451,2763,1886,1940.04,15539.34,14975.46,13447.18
4017,29-06-2021,4267,424,1320,823,13526.39,2688.16,7154.4,5867.99
4018,30-06-2021,4581,2324,829,1785,14521.77,14734.16,4493.18,12727.05
