start_time,end_time,hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
"Nov 7, 2019 12:34:15 PM","Nov 7, 2019 1:29:02 PM",2073,2,Bank Account,111.34603,District_A,Rural,male,38,10,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,yes,no,yes
"Nov 7, 2019 1:50:53 PM","Nov 7, 2019 2:42:21 PM",2073,3,Online Bank Account,111.34603,District_A,Rural,male,38,10,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,yes,no,yes
"Nov 7, 2019 10:30:56 AM","Nov 7, 2019 11:51:10 AM",2073,4,VSLA Account,111.34603,District_A,Rural,male,38,10,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,yes,no,yes
"Nov 7, 2019 1:15:37 PM","Nov 7, 2019 2:29:43 PM",2074,1,None,1124.3908,District_C,Rural,female,71,5,primary 5,no,yes,,,,,,,,,,,,,,,
"Nov 7, 2019 4:06:15 PM","Nov 7, 2019 5:07:29 PM",2075,1,SACCO Account,284.42852,District_C,Rural,female,26,13,primary 4,yes,yes,no,,,,,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 9:26:18 AM","Nov 7, 2019 10:44:36 AM",2076,1,Mobile Money,658.71112,District_B,Rural,female,41,5,primary 6,no,yes,no,Company_A Company_B,Company_A,,no,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 7, 2019 10:50:00 AM","Nov 7, 2019 12:03:39 PM",2077,1,Mobile Money,2572.1359,District_C,Rural,female,57,5,primary 6,no,yes,no,Company_A Company_B,Company_B,,yes,,yes,yes,yes,yes,yes,no,,no,yes
"Nov 6, 2019 2:37:36 PM","Nov 6, 2019 3:57:35 PM",2077,2,Bank Account,2572.1359,District_C,Rural,female,57,5,primary 6,no,yes,no,Company_A Company_B,Company_B,,yes,,yes,yes,yes,yes,yes,no,,no,yes
"Nov 6, 2019 4:08:11 PM","Nov 6, 2019 11:02:14 PM",2077,3,VSLA Account,2572.1359,District_C,Rural,female,57,5,primary 6,no,yes,no,Company_A Company_B,Company_B,,yes,,yes,yes,yes,yes,yes,no,,no,yes
"Nov 7, 2019 12:10:52 PM","Nov 7, 2019 1:23:04 PM",2078,1,Mobile Money,337.16148,District_C,Rural,male,32,6,primary 3,no,yes,yes,Company_B,,yes,yes,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 1:28:42 PM","Nov 7, 2019 2:34:27 PM",2078,2,Bank Account,337.16148,District_C,Rural,male,32,6,primary 3,no,yes,yes,Company_B,,yes,yes,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 3:56:45 PM","Nov 7, 2019 4:38:48 PM",2078,3,SACCO Account,337.16148,District_C,Rural,male,32,6,primary 3,no,yes,yes,Company_B,,yes,yes,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 8:56:44 AM","Nov 7, 2019 9:45:27 AM",2078,4,VSLA Account,337.16148,District_C,Rural,male,32,6,primary 3,no,yes,yes,Company_B,,yes,yes,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 2:50:30 PM","Nov 7, 2019 3:41:54 PM",2079,1,Mobile Money,385.53685,District_C,Rural,male,28,5,secondary 6,no,yes,no,Company_B Company_C,Company_B,no,no,,no,yes,no,yes,no,no,,yes,no
"Nov 7, 2019 9:55:16 AM","Nov 7, 2019 10:53:13 AM",2079,2,SACCO Account,385.53685,District_C,Rural,male,28,5,secondary 6,no,yes,no,Company_B Company_C,Company_B,no,no,,no,yes,no,yes,no,no,,yes,no
"Nov 7, 2019 12:09:47 PM","Nov 7, 2019 1:13:21 PM",2080,1,VSLA Account,158.28889,District_B,Rural,female,24,4,primary 2,no,yes,no,,,,,,,,,,,,,,
"Nov 7, 2019 1:36:41 PM","Nov 7, 2019 2:45:30 PM",2081,1,Mobile Money,298.02667,District_C,Rural,male,43,5,primary 6,no,no,yes,Company_B,,yes,no,,yes,no,no,no,no,yes,,no,yes
"Nov 7, 2019 2:48:09 PM","Nov 7, 2019 4:00:50 PM",2081,2,SACCO Account,298.02667,District_C,Rural,male,43,5,primary 6,no,no,yes,Company_B,,yes,no,,yes,no,no,no,no,yes,,no,yes
"Nov 7, 2019 4:01:44 PM","Nov 7, 2019 4:58:24 PM",2082,1,Mobile Money,511.7407,District_C,Rural,male,33,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,no,,no,no
"Nov 7, 2019 10:12:53 AM","Nov 7, 2019 11:04:14 AM",2082,2,SACCO Account,511.7407,District_C,Rural,male,33,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,no,,no,no
"Nov 7, 2019 12:15:55 PM","Nov 7, 2019 1:21:48 PM",2083,1,Mobile Money,170.66296,District_A,Urban,female,31,4,university,no,no,no,Company_A,,,no,no,yes,yes,no,no,no,yes,yes,yes,no
"Nov 7, 2019 8:52:04 AM","Nov 7, 2019 9:51:21 AM",2083,2,Bank Account,170.66296,District_A,Urban,female,31,4,university,no,no,no,Company_A,,,no,no,yes,yes,no,no,no,yes,yes,yes,no
"Nov 7, 2019 10:06:01 AM","Nov 7, 2019 11:09:20 AM",2084,1,None,203.0709,District_B,Rural,female,50,3,primary 1,yes,yes,no,,,,no,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 11:10:30 AM","Nov 7, 2019 12:29:20 PM",2085,1,SACCO Account,236.69323,District_A,Rural,male,30,3,primary 5,yes,yes,yes,,,,,,,,,,,,,,
"Nov 7, 2019 12:55:29 PM","Nov 7, 2019 1:53:36 PM",2085,2,VSLA Account,236.69323,District_A,Rural,male,30,3,primary 5,yes,yes,yes,,,,,,,,,,,,,,
"Nov 7, 2019 2:04:48 PM","Nov 7, 2019 3:48:09 PM",2086,1,Mobile Money,437.83333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 10:29:42 AM","Nov 7, 2019 11:46:32 AM",2086,2,Bank Account,437.83333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 11:50:36 AM","Nov 7, 2019 12:57:29 PM",2086,3,SACCO Account,437.83333,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 1:09:04 PM","Nov 7, 2019 2:15:27 PM",2087,1,Mobile Money,380.4451,District_B,Rural,male,37,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,yes,no,no
"Nov 7, 2019 2:41:34 PM","Nov 7, 2019 3:56:19 PM",2088,1,Mobile Money,173.56175,District_B,Rural,female,26,5,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no
"Nov 7, 2019 1:01:29 PM","Nov 7, 2019 2:08:52 PM",2088,2,VSLA Account,173.56175,District_B,Rural,female,26,5,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no
"Nov 7, 2019 2:15:05 PM","Nov 7, 2019 3:23:55 PM",2089,1,None,260.8215,District_C,Rural,female,19,6,primary 6,yes,yes,no,,,,,,no,yes,no,yes,,no,,no,no
"Nov 7, 2019 12:04:56 PM","Nov 7, 2019 1:27:59 PM",2090,1,Mobile Money,198.32667,District_B,Rural,female,25,2,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,yes,no,no,yes,,yes,no
"Nov 7, 2019 1:33:38 PM","Nov 7, 2019 2:55:25 PM",2090,2,VSLA Account,198.32667,District_B,Rural,female,25,2,primary 3,no,yes,no,Company_A,,yes,no,,yes,yes,yes,no,no,yes,,yes,no
"Nov 7, 2019 11:56:36 AM","Nov 7, 2019 12:50:33 PM",2091,1,Mobile Money,687.39073,District_C,Rural,male,64,2,secondary 5,no,no,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,yes,yes,,yes,no
"Nov 7, 2019 1:10:06 PM","Nov 7, 2019 2:29:46 PM",2091,2,Bank Account,687.39073,District_C,Rural,male,64,2,secondary 5,no,no,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,yes,yes,,yes,no
"Nov 7, 2019 4:12:11 PM","Nov 7, 2019 5:27:25 PM",2091,3,VSLA Account,687.39073,District_C,Rural,male,64,2,secondary 5,no,no,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,yes,yes,,yes,no
"Nov 7, 2019 9:38:56 AM","Nov 7, 2019 10:47:49 AM",2092,1,Mobile Money,180.51396,District_A,Urban,female,37,5,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,yes,no
"Nov 7, 2019 11:00:48 AM","Nov 7, 2019 12:09:13 PM",2092,2,VSLA Account,180.51396,District_A,Urban,female,37,5,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,yes,no
"Nov 7, 2019 1:37:31 PM","Nov 7, 2019 2:51:31 PM",2093,1,VSLA Account,201.18067,District_A,Rural,female,19,7,secondary 5,yes,yes,no,,,,,,yes,no,no,yes,no,yes,,no,no
"Nov 7, 2019 2:55:45 PM","Nov 7, 2019 4:12:59 PM",2094,1,Mobile Money,973.33584,District_B,Rural,female,37,7,,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 9:40:48 AM","Nov 7, 2019 10:40:38 AM",2094,2,VSLA Account,973.33584,District_B,Rural,female,37,7,,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 10:52:06 AM","Nov 7, 2019 11:57:05 AM",2095,1,Mobile Money,75.733333,District_A,Urban,male,27,2,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no
"Nov 7, 2019 1:44:51 PM","Nov 7, 2019 2:34:09 PM",2096,1,None,184.71424,District_A,Urban,female,83,4,,no,,,,,,,,,,,,,,,,
"Nov 7, 2019 2:44:08 PM","Nov 7, 2019 3:40:45 PM",2097,1,Bank Account,262.54641,District_B,Rural,male,33,5,primary 5,yes,yes,no,,,,,,yes,yes,yes,yes,no,yes,yes,no,no
"Nov 7, 2019 3:49:39 PM","Nov 7, 2019 5:39:22 PM",2097,3,SACCO Account,262.54641,District_B,Rural,male,33,5,primary 5,yes,yes,no,,,,,,yes,yes,yes,yes,no,yes,yes,no,no
"Nov 7, 2019 9:27:45 AM","Nov 7, 2019 10:33:11 AM",2098,1,Mobile Money,380.4451,District_B,Rural,female,32,4,primary 5,no,yes,no,Company_A Company_B,Company_A,no,,,no,no,no,yes,no,no,,no,yes
"Nov 7, 2019 8:20:44 AM","Nov 7, 2019 9:30:32 AM",2098,2,VSLA Account,380.4451,District_B,Rural,female,32,4,primary 5,no,yes,no,Company_A Company_B,Company_A,no,,,no,no,no,yes,no,no,,no,yes
"Nov 7, 2019 8:25:29 AM","Nov 7, 2019 9:35:39 AM",2099,1,Mobile Money,152.91837,District_C,Rural,female,47,5,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,yes
"Nov 7, 2019 9:37:28 AM","Nov 7, 2019 11:01:31 AM",2099,2,Bank Account,152.91837,District_C,Rural,female,47,5,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,yes
"Nov 7, 2019 9:37:50 AM","Nov 7, 2019 10:36:06 AM",2099,3,SACCO Account,152.91837,District_C,Rural,female,47,5,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,yes
"Nov 7, 2019 10:48:35 AM","Nov 7, 2019 11:54:00 AM",2099,4,VSLA Account,152.91837,District_C,Rural,female,47,5,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,yes
"Nov 7, 2019 12:07:57 PM","Nov 7, 2019 1:09:40 PM",2100,1,VSLA Account,198.41159,District_B,Rural,female,28,4,primary 2,no,yes,,,,,,,,,,,,,,,
"Nov 7, 2019 12:08:59 PM","Nov 7, 2019 1:22:23 PM",2101,1,Mobile Money,283.23302,District_A,Urban,female,30,2,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
"Nov 7, 2019 1:20:16 PM","Nov 7, 2019 2:18:18 PM",2101,2,Bank Account,283.23302,District_A,Urban,female,30,2,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
"Nov 7, 2019 12:05:45 PM","Nov 7, 2019 1:12:34 PM",2102,1,Mobile Money,296.20899,District_A,Rural,female,44,5,primary 6,no,yes,no,Company_B,,no,no,no,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 1:17:19 PM","Nov 7, 2019 2:24:55 PM",2102,2,Bank Account,296.20899,District_A,Rural,female,44,5,primary 6,no,yes,no,Company_B,,no,no,no,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 12:43:47 PM","Nov 7, 2019 2:13:36 PM",2103,1,None,1177.467,District_B,Rural,female,25,4,secondary 6,no,yes,no,,,,,,,,,,,,,,
"Nov 7, 2019 11:10:17 AM","Nov 7, 2019 11:59:42 AM",2104,1,Mobile Money,211.1408,District_B,Rural,male,28,4,primary 3,no,yes,no,Company_A Company_C,Company_A,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 11:43:28 AM","Nov 7, 2019 1:00:34 PM",2104,2,SACCO Account,211.1408,District_B,Rural,male,28,4,primary 3,no,yes,no,Company_A Company_C,Company_A,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 1:07:17 PM","Nov 7, 2019 2:07:06 PM",2104,3,VSLA Account,211.1408,District_B,Rural,male,28,4,primary 3,no,yes,no,Company_A Company_C,Company_A,yes,,,yes,yes,no,yes,no,yes,,yes,no
"Nov 7, 2019 2:22:38 PM","Nov 7, 2019 3:44:30 PM",2105,1,Mobile Money,525.92593,District_A,Rural,male,42,5,secondary 2,no,,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,yes,yes,no,no
"Nov 7, 2019 5:16:59 PM","Nov 7, 2019 6:09:25 PM",2106,1,SACCO Account,590.8536,District_C,Rural,female,54,1,primary 2,no,yes,no,,,,,,,,,,,,,,
"Nov 7, 2019 1:38:26 PM","Nov 7, 2019 2:47:26 PM",2107,1,Mobile Money,172.01519,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B Company_C,Company_C,yes,no,,yes,yes,no,no,no,yes,,yes,no
"Nov 7, 2019 3:34:16 PM","Nov 7, 2019 4:41:42 PM",2107,2,SACCO Account,172.01519,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B Company_C,Company_C,yes,no,,yes,yes,no,no,no,yes,,yes,no
"Nov 7, 2019 10:38:54 AM","Nov 7, 2019 11:52:35 AM",2107,3,VSLA Account,172.01519,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B Company_C,Company_C,yes,no,,yes,yes,no,no,no,yes,,yes,no
"Nov 7, 2019 12:31:52 PM","Nov 7, 2019 1:54:15 PM",2108,1,Mobile Money,151.52198,District_C,Rural,female,62,1,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,yes,yes,,yes,no
"Nov 7, 2019 11:57:30 AM","Nov 7, 2019 1:15:45 PM",2108,2,VSLA Account,151.52198,District_C,Rural,female,62,1,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,yes,yes,,yes,no
"Nov 7, 2019 2:02:34 PM","Nov 7, 2019 3:25:34 PM",2109,1,VSLA Account,321.05343,District_C,Rural,male,49,9,primary 6,yes,yes,no,,,,,,no,yes,no,no,no,no,,no,no
"Nov 7, 2019 3:01:54 PM","Nov 7, 2019 4:02:41 PM",2110,1,Mobile Money,391.59873,District_B,Rural,male,54,5,university,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,,no,no
"Nov 7, 2019 12:03:13 PM","Nov 7, 2019 1:13:00 PM",2110,2,Bank Account,391.59873,District_B,Rural,male,54,5,university,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,,no,no
"Nov 7, 2019 1:21:05 PM","Nov 7, 2019 2:24:59 PM",2110,3,SACCO Account,391.59873,District_B,Rural,male,54,5,university,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,,no,no
"Nov 7, 2019 4:24:06 PM","Nov 7, 2019 5:36:39 PM",2110,4,VSLA Account,391.59873,District_B,Rural,male,54,5,university,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,,no,no
"Nov 7, 2019 1:43:36 PM","Nov 7, 2019 2:53:38 PM",2111,1,Mobile Money,363.27478,District_B,Rural,female,25,3,secondary 6,no,yes,yes,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Nov 7, 2019 3:05:33 PM","Nov 7, 2019 4:30:16 PM",2111,2,SACCO Account,363.27478,District_B,Rural,female,25,3,secondary 6,no,yes,yes,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Nov 7, 2019 3:20:58 PM","Nov 7, 2019 5:06:55 PM",2111,3,VSLA Account,363.27478,District_B,Rural,female,25,3,secondary 6,no,yes,yes,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
"Nov 7, 2019 9:54:20 AM","Nov 7, 2019 10:54:23 AM",2112,1,Mobile Money,566.05812,District_A,Urban,female,20,6,primary 5,no,yes,no,Company_A Company_B,Company_B,no,no,,no,yes,no,no,no,yes,,no,no
"Nov 7, 2019 11:00:51 AM","Nov 7, 2019 12:15:37 PM",2113,1,Mobile Money,42.775309,District_A,Rural,female,48,2,,no,yes,no,Company_A,,yes,,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 1:57:42 PM","Nov 7, 2019 3:03:53 PM",2113,2,VSLA Account,42.775309,District_A,Rural,female,48,2,,no,yes,no,Company_A,,yes,,,no,no,no,no,no,yes,,no,no
"Nov 7, 2019 4:37:43 PM","Nov 7, 2019 6:03:57 PM",2114,1,Mobile Money,641.62963,District_A,Urban,male,25,3,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,no,no,no
"Nov 7, 2019 8:58:32 AM","Nov 7, 2019 9:50:28 AM",2114,2,Bank Account,641.62963,District_A,Urban,male,25,3,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,no,no,no
"Nov 7, 2019 11:09:13 AM","Nov 7, 2019 12:20:27 PM",2114,3,VSLA Account,641.62963,District_A,Urban,male,25,3,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,no,no,no
"Nov 7, 2019 12:21:06 PM","Nov 7, 2019 1:38:08 PM",2115,1,VSLA Account,137.839,District_A,Rural,male,30,2,,no,yes,no,,,,,,,,,,,,,,
"Nov 7, 2019 1:44:51 PM","Nov 7, 2019 3:08:39 PM",2116,1,Mobile Money,175.72313,District_B,Rural,male,28,4,primary 6,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no
"Nov 7, 2019 3:16:03 PM","Nov 7, 2019 4:36:09 PM",2116,2,SACCO Account,175.72313,District_B,Rural,male,28,4,primary 6,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,no,no
"Nov 7, 2019 9:23:24 AM","Nov 7, 2019 10:37:57 AM",2117,1,Mobile Money,499.22865,District_C,Rural,female,30,5,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,no,yes,no,yes,no,no,,yes,no
"Nov 7, 2019 10:41:23 AM","Nov 7, 2019 11:46:14 AM",2117,2,VSLA Account,499.22865,District_C,Rural,female,30,5,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,no,yes,no,yes,no,no,,yes,no
"Nov 7, 2019 11:48:45 AM","Nov 7, 2019 1:13:39 PM",2118,1,Mobile Money,290.63758,District_C,Rural,male,33,4,primary 5,no,,no,Company_B,,yes,,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 7, 2019 10:49:18 AM","Nov 7, 2019 11:44:14 AM",2118,2,SACCO Account,290.63758,District_C,Rural,male,33,4,primary 5,no,,no,Company_B,,yes,,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 7, 2019 4:35:34 PM","Nov 7, 2019 6:01:58 PM",2118,3,VSLA Account,290.63758,District_C,Rural,male,33,4,primary 5,no,,no,Company_B,,yes,,,yes,yes,no,yes,no,yes,yes,yes,no
"Nov 7, 2019 11:52:51 AM","Nov 7, 2019 1:10:02 PM",2119,1,Bank Account,212.45861,District_A,Urban,female,75,7,secondary 1,no,yes,no,,,,,,,,,,,,,,
"Nov 7, 2019 5:24:24 PM","Nov 7, 2019 6:10:03 PM",2120,1,Mobile Money,1056.5347,District_B,Rural,male,30,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
"Nov 7, 2019 9:23:13 AM","Nov 7, 2019 10:48:35 AM",2120,2,VSLA Account,1056.5347,District_B,Rural,male,30,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,yes,no,no,,no,no
"Nov 7, 2019 12:46:48 PM","Nov 7, 2019 2:18:53 PM",2121,1,Mobile Money,317.89512,District_C,Urban,male,19,2,primary 5,no,yes,no,Company_B Company_C,Company_B,yes,no,,no,yes,no,yes,no,yes,yes,no,no
"Nov 7, 2019 10:04:15 AM","Nov 7, 2019 11:21:25 AM",2121,2,VSLA Account,317.89512,District_C,Urban,male,19,2,primary 5,no,yes,no,Company_B Company_C,Company_B,yes,no,,no,yes,no,yes,no,yes,yes,no,no
"Nov 7, 2019 12:44:36 PM","Nov 7, 2019 1:57:26 PM",2122,1,Mobile Money,587.3981,District_B,Rural,female,23,9,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,-97,,no,no,no,no,no,no,,no,no
"Nov 7, 2019 3:33:40 PM","Nov 7, 2019 4:34:36 PM",2123,1,VSLA Account,1655.7654,District_B,Rural,female,26,3,primary 6,yes,yes,no,,,,,,no,yes,no,no,no,yes,no,no,no
"Nov 7, 2019 9:08:21 AM","Nov 7, 2019 10:06:50 AM",2124,1,None,397.91209,District_A,Rural,male,19,7,secondary 3,yes,yes,no,,,,no,,no,no,no,yes,no,yes,,no,no
"Nov 7, 2019 10:10:17 AM","Nov 7, 2019 11:17:23 AM",2125,1,None,90.25698,District_A,Urban,female,23,2,primary 6,yes,yes,no,,,,no,,yes,yes,no,yes,no,yes,,no,no
"Nov 7, 2019 2:13:44 PM","Nov 7, 2019 3:49:40 PM",2126,1,Mobile Money,151.46667,District_A,Urban,female,57,2,primary 6,no,yes,yes,Company_A,,,,,no,no,no,no,no,yes,yes,no,no
"Nov 7, 2019 3:49:49 PM","Nov 7, 2019 4:56:17 PM",2126,2,SACCO Account,151.46667,District_A,Urban,female,57,2,primary 6,no,yes,yes,Company_A,,,,,no,no,no,no,no,yes,yes,no,no
"Nov 7, 2019 12:02:34 PM","Nov 7, 2019 1:17:54 PM",2127,1,Mobile Money,671.2255,District_B,Rural,female,43,13,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,no
"Nov 7, 2019 1:21:49 PM","Nov 7, 2019 2:28:19 PM",2127,2,VSLA Account,671.2255,District_B,Rural,female,43,13,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,no
"Nov 7, 2019 2:35:59 PM","Nov 7, 2019 3:46:14 PM",2128,1,Mobile Money,217.66048,District_B,Rural,male,34,4,primary 2,no,yes,yes,Company_A,,yes,,,yes,yes,yes,yes,no,yes,,yes,yes
"Nov 7, 2019 3:55:05 PM","Nov 7, 2019 4:59:09 PM",2128,2,VSLA Account,217.66048,District_B,Rural,male,34,4,primary 2,no,yes,yes,Company_A,,yes,,,yes,yes,yes,yes,no,yes,,yes,yes
"Nov 7, 2019 12:37:35 PM","Nov 7, 2019 1:56:13 PM",2129,1,Mobile Money,625.85185,District_A,Urban,female,28,4,secondary 6,no,no,no,Company_A,,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes
"Nov 7, 2019 12:29:30 PM","Nov 7, 2019 1:54:55 PM",2129,2,Bank Account,625.85185,District_A,Urban,female,28,4,secondary 6,no,no,no,Company_A,,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes
"Nov 7, 2019 2:03:37 PM","Nov 7, 2019 3:35:18 PM",2129,3,VSLA Account,625.85185,District_A,Urban,female,28,4,secondary 6,no,no,no,Company_A,,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes
"Nov 7, 2019 3:41:13 PM","Nov 7, 2019 4:58:18 PM",2130,1,Mobile Money,455.25126,District_B,Rural,female,32,5,primary 6,no,yes,yes,Company_A,,yes,no,,yes,yes,no,no,yes,yes,yes,no,no
"Nov 7, 2019 5:02:10 PM","Nov 7, 2019 6:08:58 PM",2130,2,SACCO Account,455.25126,District_B,Rural,female,32,5,primary 6,no,yes,yes,Company_A,,yes,no,,yes,yes,no,no,yes,yes,yes,no,no
"Nov 7, 2019 9:57:28 AM","Nov 7, 2019 11:01:27 AM",2131,1,Mobile Money,132.63736,District_A,Rural,female,26,1,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,no,yes,no,yes,,yes,yes
"Nov 7, 2019 11:06:02 AM","Nov 7, 2019 12:06:00 PM",2132,1,None,1853.9457,District_B,Rural,female,32,3,primary 6,yes,yes,no,,,,,,no,yes,yes,no,,yes,,no,no
"Nov 7, 2019 1:15:06 PM","Nov 7, 2019 2:19:40 PM",2133,1,Mobile Money,133.36605,District_A,Rural,female,35,3,primary 4,no,yes,no,Company_B,,,no,,no,yes,no,yes,no,yes,,no,no
"Nov 7, 2019 3:18:02 PM","Nov 7, 2019 4:22:53 PM",2133,2,SACCO Account,133.36605,District_A,Rural,female,35,3,primary 4,no,yes,no,Company_B,,,no,,no,yes,no,yes,no,yes,,no,no
"Nov 7, 2019 10:08:05 AM","Nov 7, 2019 11:13:16 AM",2134,1,Mobile Money,203.0709,District_B,Rural,female,24,3,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,no,no,no,yes,,no,no
"Nov 7, 2019 11:13:43 AM","Nov 7, 2019 12:20:18 PM",2134,2,SACCO Account,203.0709,District_B,Rural,female,24,3,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,no,no,no,yes,,no,no
"Nov 7, 2019 12:20:54 PM","Nov 7, 2019 1:17:37 PM",2135,1,Mobile Money,799.89843,District_C,Rural,female,19,6,primary 6,no,yes,no,Company_B,,no,no,,no,no,no,yes,no,yes,,no,no
"Nov 7, 2019 1:18:14 PM","Nov 7, 2019 2:32:28 PM",2135,2,VSLA Account,799.89843,District_C,Rural,female,19,6,primary 6,no,yes,no,Company_B,,no,no,,no,no,no,yes,no,yes,,no,no
"Nov 7, 2019 11:15:06 AM","Nov 7, 2019 12:22:05 PM",2136,1,Mobile Money,185.88798,District_B,Rural,female,33,6,university,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,no,yes,yes,no,no,,no,no
"Nov 7, 2019 2:05:12 PM","Nov 7, 2019 3:22:12 PM",2136,2,Bank Account,185.88798,District_B,Rural,female,33,6,university,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,no,yes,yes,no,no,,no,no
